"data","denominazione_regione","totale_casi","terapia_intensiva","ricoverati_con_sintomi","totale_casi_lag","incremento","PL_area_non_critica","PL_terapia_intensiva","popolazione","nuovi_vaccinati","vaccinati","incidenza","saturazione_ti","saturazione_area_non_critica","casi_soglia_50","casi_soglia_150","casi_soglia_250","vaccinati_suscettibili","suscettibili","casi_soglia_50_suscettibili","casi_soglia_150_suscettibili","casi_soglia_250_suscettibili","soglia_50_effettiva","soglia_150_effettiva","soglia_250_effettiva","moltiplicatore_vaccini","soglia_50_equivalente","soglia_150_equivalente","soglia_250_equivalente","indicatore_stress"
2020-02-24,"Veneto",33,4,12,NA,NA,6000,1000,4852453,NA,NA,NA,0,0,2426.23,7278.68,12131.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-25,"Abruzzo",0,0,0,NA,NA,1324,185,1285256,NA,NA,NA,0,0,642.63,1927.88,3213.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-25,"Basilicata",0,0,0,NA,NA,342,88,547579,NA,NA,NA,0,0,273.79,821.37,1368.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-25,"Calabria",0,0,0,NA,NA,821,151,1877728,NA,NA,NA,0,0,938.86,2816.59,4694.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-25,"Campania",0,0,0,NA,NA,3832,569,5679759,NA,NA,NA,0,0,2839.88,8519.64,14199.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-25,"Emilia-Romagna",26,2,15,NA,NA,6538,760,4445549,NA,NA,NA,0,0,2222.77,6668.32,11113.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-25,"Friuli Venezia Giulia",0,0,0,NA,NA,1277,175,1198753,NA,NA,NA,0,0,599.38,1798.13,2996.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-25,"Lazio",3,1,1,NA,NA,6421,943,5720796,NA,NA,NA,0,0,2860.4,8581.19,14301.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-25,"Liguria",1,0,1,NA,NA,1670,214,1509805,NA,NA,NA,0,0,754.9,2264.71,3774.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-25,"Lombardia",240,25,79,NA,NA,6369,1416,9966992,NA,NA,NA,0.02,0.01,4983.5,14950.49,24917.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-25,"Marche",0,0,0,NA,NA,951,209,1501406,NA,NA,NA,0,0,750.7,2252.11,3753.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-25,"Molise",0,0,0,NA,NA,176,39,296547,NA,NA,NA,0,0,148.27,444.82,741.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-25,"P.A. Bolzano",1,0,1,NA,NA,391,100,533715,NA,NA,NA,0,0,266.86,800.57,1334.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-25,"P.A. Trento",0,0,0,NA,NA,517,60,544745,NA,NA,NA,0,0,272.37,817.12,1361.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-25,"Piemonte",3,0,2,NA,NA,5824,628,4273210,NA,NA,NA,0,0,2136.6,6409.82,10683.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-25,"Puglia",0,0,0,NA,NA,2799,462,3926931,NA,NA,NA,0,0,1963.47,5890.4,9817.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-25,"Sardegna",0,0,0,NA,NA,1602,216,1598225,NA,NA,NA,0,0,799.11,2397.34,3995.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-25,"Sicilia",3,0,1,NA,NA,2918,644,4840876,NA,NA,NA,0,0,2420.44,7261.31,12102.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-25,"Toscana",2,0,2,NA,NA,5033,570,3668333,NA,NA,NA,0,0,1834.17,5502.5,9170.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-25,"Umbria",0,0,0,NA,NA,671,97,865013,NA,NA,NA,0,0,432.51,1297.52,2162.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-25,"Valle d'Aosta",0,0,0,NA,NA,67,23,123895,NA,NA,NA,0,0,61.95,185.84,309.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-25,"Veneto",43,7,12,NA,NA,6000,1000,4852453,NA,NA,NA,0.01,0,2426.23,7278.68,12131.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-26,"Abruzzo",0,0,0,NA,NA,1324,185,1285256,NA,NA,NA,0,0,642.63,1927.88,3213.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-26,"Basilicata",0,0,0,NA,NA,342,88,547579,NA,NA,NA,0,0,273.79,821.37,1368.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-26,"Calabria",0,0,0,NA,NA,821,151,1877728,NA,NA,NA,0,0,938.86,2816.59,4694.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-26,"Campania",0,0,0,NA,NA,3832,569,5679759,NA,NA,NA,0,0,2839.88,8519.64,14199.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-26,"Emilia-Romagna",47,3,20,NA,NA,6538,760,4445549,NA,NA,NA,0,0,2222.77,6668.32,11113.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-26,"Friuli Venezia Giulia",0,0,0,NA,NA,1277,175,1198753,NA,NA,NA,0,0,599.38,1798.13,2996.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-26,"Lazio",3,0,0,NA,NA,6421,943,5720796,NA,NA,NA,0,0,2860.4,8581.19,14301.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-26,"Liguria",11,0,6,NA,NA,1670,214,1509805,NA,NA,NA,0,0,754.9,2264.71,3774.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-26,"Lombardia",258,25,79,NA,NA,6369,1416,9966992,NA,NA,NA,0.02,0.01,4983.5,14950.49,24917.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-26,"Marche",1,0,1,NA,NA,951,209,1501406,NA,NA,NA,0,0,750.7,2252.11,3753.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-26,"Molise",0,0,0,NA,NA,176,39,296547,NA,NA,NA,0,0,148.27,444.82,741.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
